번호,신고일,구정보,주소,유형,조치일
263,2021-07-19,영등포구,서울특별시 영등포구 여의도동 2-10,"횡단보도, 산책로 등",2021-07-19
264,2021-07-19,송파구,서울특별시 송파구 마천동 307-4,"횡단보도, 산책로 등",2021-07-19
265,2021-07-19,영등포구,서울특별시 영등포구 여의도동 5-4,보도와 차도가 구분된 도로의 차도,2021-07-19
266,2021-07-19,마포구,서울특별시 마포구 서교동 458-12,보도와 차도가 구분된 도로의 차도,2021-07-19
267,2021-07-19,영등포구,서울특별시 영등포구 당산동6가 284,"점자블록, 엘리베이터 입구",2021-07-19
268,2021-07-19,송파구,서울특별시 송파구 가락동 121-13,"점자블록, 엘리베이터 입구",2021-07-19
269,2021-07-19,송파구,서울특별시 송파구 마천동 307-4,"횡단보도, 산책로 등",2021-07-19
270,2021-07-19,영등포구,서울특별시 영등포구 여의도동 5-4,"횡단보도, 산책로 등",2021-07-19
271,2021-07-19,영등포구,서울특별시 영등포구 신길동 41-1,"버스정류장, 택시 승강장",2021-07-19
272,2021-07-19,송파구,서울특별시 송파구 오금동 34-2,"점자블록, 엘리베이터 입구",2021-07-19
273,2021-07-19,마포구,서울특별시 마포구 성산동 231-21,"버스정류장, 택시 승강장",2021-07-19
274,2021-07-19,도봉구,서울특별시 도봉구 방학동 720-1,"버스정류장, 택시 승강장",2021-07-19
275,2021-07-19,영등포구,서울특별시 영등포구 신길동 65-2,"횡단보도, 산책로 등",2021-07-19
276,2021-07-19,송파구,서울특별시 송파구 오금동 34-2,"점자블록, 엘리베이터 입구",2021-07-19
277,2021-07-19,마포구,서울특별시 마포구 서교동 406,보도 중앙,2021-07-19
278,2021-07-19,영등포구,서울특별시 영등포구 여의도동 2,"버스정류장, 택시 승강장",2021-07-19
279,2021-07-19,영등포구,서울특별시 영등포구 여의도동 2-2,"버스정류장, 택시 승강장",2021-07-19
280,2021-07-19,영등포구,서울특별시 영등포구 여의도동 2,"버스정류장, 택시 승강장",2021-07-19
281,2021-07-19,영등포구,서울특별시 영등포구 신길동 65-2,보도 중앙,2021-07-19
282,2021-07-19,마포구,서울특별시 마포구 서교동 407-22,보도 중앙,2021-07-19
283,2021-07-19,송파구,서울특별시 송파구 거여동 591-2,"점자블록, 엘리베이터 입구",2021-07-19
284,2021-07-19,마포구,서울특별시 마포구 연남동 227-22,보도와 차도가 구분된 도로의 차도,2021-07-19
285,2021-07-19,송파구,서울특별시 송파구 삼전동 88,보도 중앙,2021-07-19
286,2021-07-19,영등포구,서울특별시 영등포구 여의도동 1-5,"횡단보도, 산책로 등",2021-07-19
287,2021-07-19,마포구,서울특별시 마포구 서교동 365-28,보도 중앙,2021-07-19
288,2021-07-19,마포구,서울특별시 마포구 연남동 229-1,보도와 차도가 구분된 도로의 차도,2021-07-19
289,2021-07-19,마포구,서울특별시 마포구 상수동 318-4,보도 중앙,2021-07-19
290,2021-07-19,영등포구,서울특별시 영등포구 여의도동 15-22,"점자블록, 엘리베이터 입구",2021-07-19
291,2021-07-19,영등포구,서울특별시 영등포구 신길동 104-1,"버스정류장, 택시 승강장",2021-07-19
292,2021-07-19,마포구,서울특별시 마포구 연남동 223-86,보도와 차도가 구분된 도로의 차도,2021-07-19
293,2021-07-19,송파구,서울특별시 송파구 오금동 48-9,"횡단보도, 산책로 등",2021-07-19
294,2021-07-19,영등포구,서울특별시 영등포구 신길동 104-1,"버스정류장, 택시 승강장",2021-07-19
295,2021-07-19,동작구,서울특별시 동작구 신대방동 700-4,"버스정류장, 택시 승강장",2021-07-19
296,2021-07-19,영등포구,서울특별시 영등포구 여의도동 4-2,"버스정류장, 택시 승강장",2021-07-19
297,2021-07-19,동작구,서울특별시 동작구 신대방동 700-2,"버스정류장, 택시 승강장",2021-07-19
298,2021-07-19,마포구,서울특별시 마포구 연남동 239-25,보도와 차도가 구분된 도로의 차도,2021-07-19
299,2021-07-19,마포구,서울특별시 마포구 상수동 309-20,보도 중앙,2021-07-19
300,2021-07-19,도봉구,서울특별시 도봉구 방학동 726-145,"버스정류장, 택시 승강장",2021-07-19
301,2021-07-19,도봉구,서울특별시 도봉구 방학동 726-194,"버스정류장, 택시 승강장",2021-07-19
302,2021-07-19,송파구,서울특별시 송파구 잠실동 267,보도 중앙,2021-07-19
303,2021-07-19,영등포구,서울특별시 영등포구 당산동6가 340-5,"버스정류장, 택시 승강장",2021-07-19
304,2021-07-19,영등포구,서울특별시 영등포구 여의도동 4,"횡단보도, 산책로 등",2021-07-19
305,2021-07-19,영등포구,서울특별시 영등포구 도림동 69-12,"버스정류장, 택시 승강장",2021-07-19
306,2021-07-19,영등포구,서울특별시 영등포구 여의도동 1,"점자블록, 엘리베이터 입구",2021-07-19
307,2021-07-19,송파구,서울특별시 송파구 문정동 84-3,보도 중앙,2021-07-19
308,2021-07-19,도봉구,서울특별시 도봉구 쌍문동 321,보도 중앙,2021-07-19
309,2021-07-19,영등포구,서울특별시 영등포구 여의도동 1,"횡단보도, 산책로 등",2021-07-19
310,2021-07-19,송파구,서울특별시 송파구 가락동 100-2,"횡단보도, 산책로 등",2021-07-19
311,2021-07-19,영등포구,서울특별시 영등포구 당산동6가 340-5,"버스정류장, 택시 승강장",2021-07-19
312,2021-07-19,영등포구,서울특별시 영등포구 여의도동 81-8,"건물, 상가 보행자 진출입",2021-07-19
313,2021-07-19,영등포구,서울특별시 영등포구 신길동 336-1,보도와 차도가 구분된 도로의 차도,2021-07-19
314,2021-07-19,마포구,서울특별시 마포구 상수동 139-1,보도 중앙,2021-07-19
315,2021-07-19,영등포구,서울특별시 영등포구 여의도동 1,보도와 차도가 구분된 도로의 차도,2021-07-19
316,2021-07-19,마포구,서울특별시 마포구 상수동 153-3,보도 중앙,2021-07-19
317,2021-07-19,송파구,서울특별시 송파구 가락동 100,"점자블록, 엘리베이터 입구",2021-07-19
318,2021-07-19,마포구,서울특별시 마포구 상암동 1708-2,보도 중앙,2021-07-19
319,2021-07-19,마포구,서울특별시 마포구 상수동 134-1,보도 중앙,2021-07-19
320,2021-07-19,마포구,서울특별시 마포구 연남동 225-37,보도와 차도가 구분된 도로의 차도,2021-07-19
321,2021-07-19,동작구,서울특별시 동작구 상도동 514,기타,2021-07-19
322,2021-07-19,마포구,서울특별시 마포구 상암동 1708-2,보도와 차도가 구분된 도로의 차도,2021-07-19
323,2021-07-19,마포구,서울특별시 마포구 상암동 1615,보도와 차도가 구분된 도로의 차도,2021-07-19
324,2021-07-19,영등포구,서울특별시 영등포구 도림동 819,보도와 차도가 구분된 도로의 차도,2021-07-19
325,2021-07-19,마포구,서울특별시 마포구 상암동 1708-2,보도와 차도가 구분된 도로의 차도,2021-07-19
326,2021-07-19,마포구,서울특별시 마포구 상수동 309-3,보도 중앙,2021-07-19
327,2021-07-19,마포구,서울특별시 마포구 상암동 1708-2,보도와 차도가 구분된 도로의 차도,2021-07-19
328,2021-07-19,동작구,서울특별시 동작구 상도동 535-1,보도와 차도가 구분된 도로의 차도,2021-07-19
329,2021-07-19,영등포구,서울특별시 영등포구 여의도동 28,보도와 차도가 구분된 도로의 차도,2021-07-19
330,2021-07-19,마포구,서울특별시 마포구 서교동 444-13,"버스정류장, 택시 승강장",2021-07-19
331,2021-07-19,송파구,서울특별시 송파구 오금동 165-1,"육교위, 지하보차도 안",2021-07-19
332,2021-07-19,마포구,서울특별시 마포구 상암동 1615,보도와 차도가 구분된 도로의 차도,2021-07-19
333,2021-07-19,송파구,서울특별시 송파구 풍납동 490-16,"횡단보도, 산책로 등",2021-07-19
334,2021-07-19,마포구,서울특별시 마포구 망원동 453-9,보도와 차도가 구분된 도로의 차도,2021-07-19
335,2021-07-19,용산구,서울특별시 용산구 원효로4가 177,보도 중앙,2021-07-19
336,2021-07-19,동작구,서울특별시 동작구 상도동 459,"버스정류장, 택시 승강장",2021-07-19
337,2021-07-19,송파구,서울특별시 송파구 가락동 913,"점자블록, 엘리베이터 입구",2021-07-19
338,2021-07-19,송파구,서울특별시 송파구 문정동 627,"횡단보도, 산책로 등",2021-07-19
339,2021-07-19,동작구,서울특별시 동작구 노량진동 55-2,"버스정류장, 택시 승강장",2021-07-19
340,2021-07-19,송파구,서울특별시 송파구 문정동 367-1,"횡단보도, 산책로 등",2021-07-19
341,2021-07-19,동작구,서울특별시 동작구 노량진동 55-2,"버스정류장, 택시 승강장",2021-07-19
342,2021-07-19,영등포구,서울특별시 영등포구 여의도동 1-6,"횡단보도, 산책로 등",2021-07-19
343,2021-07-19,동작구,서울특별시 동작구 상도동 445,보도와 차도가 구분된 도로의 차도,2021-07-19
344,2021-07-19,마포구,서울특별시 마포구 망원동 454-8,보도와 차도가 구분된 도로의 차도,2021-07-19
345,2021-07-19,마포구,서울특별시 마포구 망원동 453-9,보도와 차도가 구분된 도로의 차도,2021-07-19
346,2021-07-19,영등포구,서울특별시 영등포구 여의도동 1-6,"횡단보도, 산책로 등",2021-07-19
347,2021-07-20,동작구,서울특별시 동작구 신대방동 395-69,기타,2021-07-21
348,2021-07-20,동작구,서울특별시 동작구 노량진동 315-66,기타,2021-07-20
349,2021-07-20,송파구,서울특별시 송파구 가락동 10-15,"버스정류장, 택시 승강장",2021-07-20
350,2021-07-20,동작구,서울특별시 동작구 대방동 334,기타,2021-07-20
351,2021-07-20,동작구,서울특별시 동작구 상도동 산49-142,"버스정류장, 택시 승강장",2021-07-20
352,2021-07-20,송파구,서울특별시 송파구 오금동 6-2,보도 중앙,2021-07-20
353,2021-07-20,송파구,서울특별시 송파구 잠실동 10-1,"횡단보도, 산책로 등",2021-07-20
354,2021-07-20,송파구,서울특별시 송파구 오금동 34-2,"점자블록, 엘리베이터 입구",2021-07-20
355,2021-07-20,동작구,서울특별시 동작구 흑석동 211-38,"버스정류장, 택시 승강장",2021-07-20
356,2021-07-20,동작구,서울특별시 동작구 신대방동 395-61,"버스정류장, 택시 승강장",2021-07-20
357,2021-07-20,동작구,서울특별시 동작구 신대방동 395-61,"버스정류장, 택시 승강장",2021-07-20
358,2021-07-20,영등포구,서울특별시 영등포구 여의도동 2-11,"횡단보도, 산책로 등",2021-07-20
359,2021-07-20,영등포구,서울특별시 영등포구 여의도동 2-6,"버스정류장, 택시 승강장",2021-07-20
360,2021-07-20,영등포구,서울특별시 영등포구 여의도동 3,보도 중앙,2021-07-20
361,2021-07-20,영등포구,서울특별시 영등포구 여의도동 3,보도와 차도가 구분된 도로의 차도,2021-07-20
362,2021-07-20,동작구,서울특별시 동작구 신대방동 395-69,보도와 차도가 구분된 도로의 차도,2021-07-20
363,2021-07-20,영등포구,서울특별시 영등포구 양평동2가 26-3,보도와 차도가 구분된 도로의 차도,2021-07-20
364,2021-07-20,마포구,서울특별시 마포구 연남동 255-37,보도와 차도가 구분된 도로의 차도,2021-07-20
365,2021-07-20,마포구,서울특별시 마포구 연남동 255-37,보도와 차도가 구분된 도로의 차도,2021-07-20
366,2021-07-20,송파구,서울특별시 송파구 문정동 3-2,보도 중앙,2021-07-20
367,2021-07-20,송파구,서울특별시 송파구 삼전동 28-10,"버스정류장, 택시 승강장",2021-07-20
368,2021-07-20,영등포구,서울특별시 영등포구 문래동3가 54-12,"횡단보도, 산책로 등",2021-07-20
369,2021-07-20,송파구,서울특별시 송파구 문정동 18-3,보도 중앙,2021-07-20
370,2021-07-20,도봉구,서울특별시 도봉구 창동 703-4,기타,2021-07-20
371,2021-07-20,동작구,서울특별시 동작구 대방동 354-1,"버스정류장, 택시 승강장",2021-07-20
372,2021-07-20,영등포구,서울특별시 영등포구 여의도동 2-6,보도 중앙,2021-07-20
373,2021-07-20,영등포구,서울특별시 영등포구 여의도동 2-6,보도 중앙,2021-07-20
374,2021-07-20,영등포구,서울특별시 영등포구 여의도동 2-6,보도 중앙,2021-07-20
375,2021-07-20,도봉구,서울특별시 도봉구 쌍문동 83-5,"버스정류장, 택시 승강장",2021-07-20
376,2021-07-20,영등포구,서울특별시 영등포구 여의도동 2-8,보도와 차도가 구분된 도로의 차도,2021-07-20
377,2021-07-20,송파구,서울특별시 송파구 가락동 165-2,보도 중앙,2021-07-20
378,2021-07-20,도봉구,서울특별시 도봉구 쌍문동 12-1,"버스정류장, 택시 승강장",2021-07-20
379,2021-07-20,영등포구,서울특별시 영등포구 양평동4가 94,보도와 차도가 구분된 도로의 차도,2021-07-20
380,2021-07-20,동작구,서울특별시 동작구 노량진동 148-80,"버스정류장, 택시 승강장",2021-07-20
381,2021-07-20,도봉구,서울특별시 도봉구 쌍문동 12-1,"버스정류장, 택시 승강장",2021-07-20
382,2021-07-20,마포구,서울특별시 마포구 망원동 453-9,보도와 차도가 구분된 도로의 차도,2021-07-20
383,2021-07-20,영등포구,서울특별시 영등포구 양평동4가 15-7,"버스정류장, 택시 승강장",2021-07-20
384,2021-07-20,도봉구,서울특별시 도봉구 쌍문동 12-1,보도와 차도가 구분된 도로의 차도,2021-07-20
385,2021-07-20,영등포구,서울특별시 영등포구 여의도동 4,보도 중앙,2021-07-20
386,2021-07-20,도봉구,서울특별시 도봉구 방학동 436-3,"버스정류장, 택시 승강장",2021-07-20
387,2021-07-20,영등포구,서울특별시 영등포구 양평동4가 15-7,"버스정류장, 택시 승강장",2021-07-20
388,2021-07-20,영등포구,서울특별시 영등포구 여의도동 45-3,"건물, 상가 보행자 진출입",2021-07-20
389,2021-07-20,동작구,서울특별시 동작구 상도1동 676-3,"버스정류장, 택시 승강장",2021-07-20
390,2021-07-20,동작구,서울특별시 동작구 상도1동 676-3,"버스정류장, 택시 승강장",2021-07-20
391,2021-07-20,영등포구,서울특별시 영등포구 여의도동 3-5,보도 중앙,2021-07-20
392,2021-07-20,송파구,서울특별시 송파구 잠실동 261,"버스정류장, 택시 승강장",2021-07-20
393,2021-07-20,영등포구,서울특별시 영등포구 양평동5가 1-1,"점자블록, 엘리베이터 입구",2021-07-20
394,2021-07-20,영등포구,서울특별시 영등포구 여의도동 47,"건물, 상가 보행자 진출입",2021-07-20
395,2021-07-20,영등포구,서울특별시 영등포구 양평동5가 117-2,"점자블록, 엘리베이터 입구",2021-07-20
396,2021-07-20,마포구,서울특별시 마포구 상수동 356-12,보도와 차도가 구분된 도로의 차도,2021-07-20
